"_id",Location-Name,Index,Primary-Key,Location-Alpha-2-ISO,Location-Alpha-3-ISO,Location-Numeric-Code-ISO-MF-OTHER,Location-Name-ISO,Region-Numeric-Code-ISO1,Region-Name-ISO1,Region-Numeric-Code-ISO2,Region-Name-ISO2,Region-Numeric-Code-ISO3,Region-Name-ISO3,Subregion-Numeric-Code-ISO1,Subregion-Name-ISO1,Subregion-Numeric-Code-ISO2,Subregion-Name-ISO2,Subregion-Numeric-Code-ISO3,Subregion-Name-ISO3,Subregion-Numeric-Code-ISO4,Subregion-Name-ISO4,Subregion-Numeric-Code-ISO5,Subregion-Name-ISO5,Location-Alpha-2-IATI,Location-Alpha-3-IATI,Location-Name-IATI,Region-Numeric-Code-IATI,Region-Name-IATI,Location-Name-DAC,Region-Numeric-Code-DAC,Region-Name-DAC,Location-Name-UNDP-HDI,Location-Alpha-3-USGOV,Location-Numeric-Code-USGOV,Location-Name-USGOV1,Location-Name-USGOV2,Region-Numeric-Code-USGOV,Region-Name-USGOV,World-Bank-Income-Group,UNDP-HDI-Location-Reference,Location-Name-General1,Location-Name-General2,HDI,Coordinate-Reference-Point,Latitude,Longitude,Location Type,LocationNameFinalNotes,ISO2Note,ISO3Note,HDI Note,Numeric-Code-Note
58642a2568c6b627b89e0a08,Argentina,GEOM011,ARG,AR,ARG,32,Argentina,19,Americas,,,,,5,South America,,,,,,,,,AR,ARG,ARGENTINA,489,"South America, regional",Argentina,377,America (North & Central America),Argentina,ARG,32,Argentina,,6,Western Hemisphere,Upper middle income,Argentina,,,0.835572018,Buenos Aires,-34.6036844,-58.3815591,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a09,American Samoa,GEOM012,ASM,AS,ASM,16,American Samoa,9,Oceania,,,,,61,Polynesia,,,,,,,,,AS,ASM,,889,"Oceania, regional",,831,Oceania,Liberia,ASM,16,,,1,East Asia and Oceania,Upper middle income,Liberia,,,0.429695109,Pago Pago,-14.2756319,-170.7020359,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0a,Austria,GEOM013,AUT,AT,AUT,40,Austria,150,Europe,,,,,155,Western Europe,,,,,,,,,AT,AUT,,89,"Europe, regional",,71,Europe,Austria,AUT,40,,,2,Europe and Eurasia,High income,Austria,,,0.88502726,Vienna,48.2081743,16.3738189,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0b,Australia,GEOM014,AUS,AU,AUS,36,Australia,9,Oceania,,,,,53,Australia and New Zealand,,,,,,,,,AU,AUS,,889,"Oceania, regional",,831,Oceania,Australia,AUS,36,,,1,East Asia and Oceania,High income,Australia,,,0.93495825,Canberra,-35.3075,149.124417,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0c,Aruba,GEOM015,ABW,AW,ABW,533,Aruba,19,Americas,,,,,29,Caribbean,,,,,,,,,AW,ABW,,389,"North & Central America, regional",,377,America (North & Central America),Aruba,ABW,533,,,6,Western Hemisphere,High income,Aruba,,,,Oranjestad,12.5092044,-70.0086306,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0d,Åland Islands,GEOM016,ALA,AX,ALA,248,Aland Islands,150,Europe,,,,,154,Northern Europe,,,,,,,,,AX,ALA,,89,"Europe, regional",,71,Europe,,ALA,248,,,2,Europe and Eurasia,,,,,,Mariehamm,60.0970945,19.9348339,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0e,Azerbaijan,GEOM017,AZE,AZ,AZE,31,Azerbaijan,142,Asia,,,,,145,Western Asia,,,,,,,,,AZ,AZE,AZERBAIJAN,689,"South & Central Asia, regional",Azerbaijan,540,Asia (Middle East Asia),Azerbaijan,AZE,31,Azerbaijan,,4,South and Central Asia,Upper middle income,Azerbaijan,,,0.751139174,Baku,40.4092617,49.8670924,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a0f,Bosnia And Herzegovina,GEOM018,BIH,BA,BIH,70,Bosnia and Herzegovina,150,Europe,,,,,39,Southern Europe,,,,,,,,,BA,BIH,BOSNIA AND HERZEGOVINA,89,"Europe, regional",Bosnia-Herzegovina,71,Europe,Bosnia and Herzegovina,BIH,70,Bosnia and Herzegovina,,2,Europe and Eurasia,Upper middle income,Bosnia and Herzegovina,,,0.732530326,Sarajevo,43.8562586,18.4130763,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a10,Barbados,GEOM019,BRB,BB,BRB,52,Barbados,19,Americas,,,,,29,Caribbean,,,,,,,,,BB,BRB,BARBADOS,380,"West Indies, regional",Barbados,377,America (North & Central America),Barbados,BRB,52,Barbados,,6,Western Hemisphere,High income,Barbados,,,0.785458413,Bridgetown,13.0968511,-59.6144819,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a11,Bangladesh,GEOM020,BGD,BD,BGD,50,Bangladesh,142,Asia,,,,,34,Southern Asia,,,,,,,,,BD,BGD,BANGLADESH,689,"South & Central Asia, regional",Bangladesh,540,Asia (Middle East Asia),Bangladesh,BGD,50,Bangladesh,,4,South and Central Asia,Lower middle income,Bangladesh,,,0.570099974,Dhaka,23.810332,90.4125181,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a12,Belgium,GEOM021,BEL,BE,BEL,56,Belgium,150,Europe,,,,,155,Western Europe,,,,,,,,,BE,BEL,,89,"Europe, regional",,71,Europe,Belgium,BEL,56,,,2,Europe and Eurasia,High income,Belgium,,,0.890262992,Brussels,50.8503396,4.3517103,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a18,Saint Barthelemy,GEOM027,BLM,BL,BLM,652,Saint-Barthélemy,19,Americas,,,,,29,Caribbean,,,,,,,,,BL,BLM,,380,"West Indies, regional",,377,America (North & Central America),,BLM,652,,,6,Western Hemisphere,,,,,,Gustavia,17.8964345,-62.852201,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a13,Burkina Faso,GEOM022,BFA,BF,BFA,854,Burkina Faso,2,Africa,,,,,11,Western Africa,,,,,,,,,BF,BFA,BURKINA FASO,289,"South of Sahara, regional",Burkina Faso,225,Africa (South of Sahara),Burkina Faso,BFA,854,Burkina Faso,,5,Sub-Saharan Africa,Low income,Burkina Faso,,,0.402287573,Ouagadougou,12.3714277,-1.5196603,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a14,Bulgaria,GEOM023,BGR,BG,BGR,100,Bulgaria,150,Europe,,,,,151,Eastern Europe,,,,,,,,,BG,BGR,BULGARIA,89,"Europe, regional",Bulgaria,71,Europe,Bulgaria,BGR,100,Bulgaria,,2,Europe and Eurasia,Upper middle income,Bulgaria,,,0.781675314,Sofia,42.6977082,23.3218675,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a15,Bahrain,GEOM024,BHR,BH,BHR,48,Bahrain,142,Asia,,,,,145,Western Asia,,,,,,,,,BH,BHR,BAHRAIN,589,"Middle East, regional",Bahrain,540,Asia (Middle East Asia),Bahrain,BHR,48,Bahrain,,4,South and Central Asia,High income,Bahrain,,,0.823921957,Manama,26.2285161,50.5860497,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a16,Burundi,GEOM025,BDI,BI,BDI,108,Burundi,2,Africa,,,,,14,Eastern Africa,,,,,,,,,BI,BDI,BURUNDI,289,"South of Sahara, regional",Burundi,225,Africa (South of Sahara),Burundi,BDI,108,Burundi,,5,Sub-Saharan Africa,Low income,Burundi,,,0.399928329,Bujumbura,-3.361378,29.3598782,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a17,Benin,GEOM026,BEN,BJ,BEN,204,Benin,2,Africa,,,,,11,Western Africa,,,,,,,,,BJ,BEN,BENIN,289,"South of Sahara, regional",Benin,225,Africa (South of Sahara),Benin,BEN,204,Benin,,5,Sub-Saharan Africa,Low income,Benin,,,0.47963511,Porto-Novo,6.4968574,2.6288523,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a19,Bermuda,GEOM028,BMU,BM,BMU,60,Bermuda,19,Americas,,,,,21,Northern America,,,,,,,,,BM,BMU,,380,"West Indies, regional",,377,America (North & Central America),Small Island Developing States,BMU,60,,,6,Western Hemisphere,High income,Small Island Developing States,,,0.66002928,Hamilton,39.3995008,-84.5613355,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1a,Brunei Darussalam,GEOM029,BRN,BN,BRN,96,Brunei Darussalam,142,Asia,,,,,35,South-Eastern Asia,,,,,,,,,BN,BRN,BRUNEI DARUSSALAM,789,"Far East Asia, regional",Brunei Darussalam,540,Asia (Middle East Asia),Brunei Darussalam,BRN,96,Brunei,,4,South and Central Asia,High income,Brunei Darussalam,,,0.855615865,Bandar Seri Begawan,4.9030522,114.939821,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1b,Bolivia,GEOM030,BOL,BO,BOL,68,Bolivia,19,Americas,,,,,5,South America,,,,,,,,,BO,BOL,BOLIVIA (PLURINATIONAL STATE OF),489,"South America, regional",Bolivia,377,America (North & Central America),Bolivia (Plurinational State of),BOL,68,Bolivia,,6,Western Hemisphere,Lower middle income,Bolivia (Plurinational State of),,,0.661830764,La Paz,-16.489689,-68.1192936,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1c,"Bonaire, Saint Eustatius And Saba",GEOM031,BES,BQ,BES,535,"Bonaire, Sint Eustatius and Saba",19,Americas,,,,,29,Caribbean,,,,,,,,,BQ,BES,,389,"North & Central America, regional",,377,America (North & Central America),,BES,535,,,6,Western Hemisphere,,,,,,Kralendijk,12.1443491,-68.2655456,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1d,Brazil,GEOM032,BRA,BR,BRA,76,Brazil,19,Americas,,,,,5,South America,,,,,,,,,BR,BRA,BRAZIL,489,"South America, regional",Brazil,377,America (North & Central America),Brazil,BRA,76,Brazil,,6,Western Hemisphere,Upper middle income,Brazil,,,0.755291956,Brasília,-15.7942287,-47.8821658,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1e,Bahamas,GEOM033,BHS,BS,BHS,44,Bahamas,19,Americas,,,,,29,Caribbean,,,,,,,,,BS,BHS,BAHAMAS (THE),380,"West Indies, regional",Bahamas,377,America (North & Central America),Bahamas,BHS,44,Bahamas,"Bahamas, The",6,Western Hemisphere,High income,Bahamas,,,0.78995806,Nassau,25.0479835,-77.355413,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a1f,Bhutan,GEOM035,BTN,BT,BTN,64,Bhutan,142,Asia,,,,,34,Southern Asia,,,,,,,,,BT,BTN,BHUTAN,689,"South & Central Asia, regional",Bhutan,540,Asia (Middle East Asia),Bhutan,BTN,64,Bhutan,,4,South and Central Asia,Lower middle income,Bhutan,,,0.605184588,Thimphu,27.4727924,89.6392863,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
